seed,protocol,fold_or_condition,partition,class,n,raw_mean,raw_sd,raw_q25,raw_median,raw_q75,latent_mean,latent_sd,latent_q25,latent_median,latent_q75
42,event_disjoint,S5,test,gangue,11,0.7144133549,0.0535446530,0.6747410722,0.7070195694,0.7563392998,0.7611737453,0.0373049831,0.7448715814,0.7683869121,0.7721546320
42,event_disjoint,S5,train,coal,34,0.2921440696,0.0449379210,0.2684023920,0.2933609584,0.3280077822,0.2654170582,0.0270011640,0.2485877452,0.2654553565,0.2806364198
42,event_disjoint,S5,train,empty,29,0.3491458429,0.0372291480,0.3224171229,0.3432007672,0.3680291922,0.3350481521,0.0323515589,0.3163430825,0.3368772261,0.3570040493
42,event_disjoint,S5,train,gangue,40,0.7570489422,0.0388227534,0.7311028853,0.7547458037,0.7828191221,0.7960247187,0.0468539390,0.7672080671,0.7985466778,0.8186241995
42,event_disjoint,S6,test,coal,10,0.3614937516,0.0302442158,0.3440194013,0.3610299178,0.3826812820,0.2735682264,0.0297361773,0.2541240824,0.2765100925,0.2879456013
42,event_disjoint,S6,test,empty,9,0.3343961616,0.0567630541,0.2972126636,0.3447966940,0.3605308924,0.3279931557,0.0334482215,0.3182892087,0.3317035768,0.3409317568
42,event_disjoint,S6,test,gangue,11,0.7710111825,0.0600607720,0.7534674330,0.7825191294,0.8037967352,0.7789611860,0.0309353191,0.7644520318,0.7863874567,0.7979904332
42,event_disjoint,S6,train,coal,34,0.3184195925,0.0309146545,0.3025074422,0.3179078841,0.3336069536,0.2760735003,0.0337395108,0.2582356931,0.2779812311,0.2961039459
42,event_disjoint,S6,train,empty,29,0.3893005685,0.0347832380,0.3695059296,0.3948878981,0.4096458280,0.3271547660,0.0379788297,0.3050838704,0.3241273836,0.3466089464
42,event_disjoint,S6,train,gangue,40,0.7181606768,0.0525731311,0.6824557746,0.7098159217,0.7546762535,0.7818967574,0.0422905221,0.7563114027,0.7948034407,0.8085204506
42,group_lonso,S0,test,coal,10,0.3599363775,0.0378001281,0.3332218111,0.3539031073,0.3643461634,0.2673439670,0.0443308665,0.2281942485,0.2612469542,0.2965059969
42,group_lonso,S0,test,empty,9,0.3441607904,0.0479007155,0.2899050462,0.3526269854,0.3854225182,0.3033545578,0.0337565546,0.2646936638,0.3115399759,0.3280379739
42,group_lonso,S0,test,gangue,11,0.7284408859,0.0511688562,0.7082601369,0.7240382951,0.7622766897,0.7565569170,0.0368382758,0.7380478540,0.7625306402,0.7772258888
