seed,protocol,fold_or_condition,partition,class,n,raw_mean,raw_sd,raw_q25,raw_median,raw_q75,latent_mean,latent_sd,latent_q25,latent_median,latent_q75
42,group_lonso,S0,train,coal,34,0.3181141274,0.0485987104,0.2882541384,0.3208405622,0.3472707163,0.2839988177,0.0290329946,0.2742887694,0.2857581878,0.2987871075
42,group_lonso,S0,train,empty,29,0.3651856764,0.0430595569,0.3382032518,0.3649571924,0.3958996380,0.3478803005,0.0328410051,0.3365433435,0.3512596604,0.3744296826
42,group_lonso,S0,train,gangue,40,0.7307367076,0.0425768220,0.7044169606,0.7407688475,0.7571900636,0.7976556318,0.0473296811,0.7657060429,0.7855316903,0.8363786763
42,group_lonso,S1,test,coal,10,0.2862046466,0.0375766145,0.2513990737,0.2926935394,0.3057519128,0.2241280639,0.0159025381,0.2154819855,0.2250757188,0.2335311199
42,group_lonso,S1,test,empty,9,0.4400961638,0.0450528413,0.4014262400,0.4371161236,0.4614574932,0.4158233189,0.0312513926,0.4110760876,0.4164624171,0.4379768752
42,group_lonso,S1,test,gangue,11,0.7666695843,0.0286317898,0.7458333414,0.7592906279,0.7857542130,0.7866072204,0.0215790738,0.7755847992,0.7803267265,0.8009806484
42,group_lonso,S1,train,coal,34,0.3225820198,0.0379595123,0.2993323126,0.3218306991,0.3508092274,0.2779064753,0.0367555856,0.2525828446,0.2829634321,0.3063296940
42,group_lonso,S1,train,empty,29,0.3546842375,0.0391127539,0.3310733002,0.3532733796,0.3845978766,0.3252856584,0.0372283994,0.2962046191,0.3248608111,0.3447174589
42,group_lonso,S1,train,gangue,40,0.7352981269,0.0429486175,0.7102797503,0.7372040176,0.7609853866,0.8091055850,0.0406549623,0.7852646198,0.8051021940,0.8414170558
42,group_lonso,S2,test,coal,10,0.3732524836,0.0273856104,0.3627340617,0.3706699965,0.3937317971,0.3193088326,0.0255893341,0.3054774273,0.3203109210,0.3365807380
42,group_lonso,S2,test,empty,9,0.4026019849,0.0431295960,0.3767534541,0.3820639894,0.4354924164,0.3345284141,0.0494405669,0.3179884783,0.3331844137,0.3439564219
42,group_lonso,S2,test,gangue,11,0.7411655457,0.0284535856,0.7216472683,0.7356049636,0.7597184161,0.8125636159,0.0464431027,0.7869922401,0.8114680237,0.8392425617
42,group_lonso,S2,train,coal,34,0.3051643613,0.0400807759,0.2899867336,0.3111560392,0.3346612684,0.2696833546,0.0301075574,0.2452418945,0.2651880437,0.2962559576
42,group_lonso,S2,train,empty,29,0.3455701305,0.0366825623,0.3260335212,0.3556253723,0.3706276341,0.3361500424,0.0416700167,0.3045067224,0.3387445043,0.3673888130
42,group_lonso,S2,train,gangue,40,0.7402658341,0.0414974321,0.7127795736,0.7398973105,0.7677715185,0.7945544760,0.0390228449,0.7627493709,0.7984750839,0.8129818984
42,group_lonso,S3,test,coal,10,0.2019371573,0.0419038102,0.1705646506,0.1921467338,0.2243120706,0.1841145013,0.0345511075,0.1541316543,0.1746060105,0.2128054277
42,group_lonso,S3,test,empty,9,0.3606469374,0.0584139887,0.3293138778,0.3630001606,0.4038726219,0.2779013555,0.0290810752,0.2740760870,0.2784473584,0.2882397995
42,group_lonso,S3,test,gangue,11,0.7123453246,0.0420111613,0.6822253388,0.7041438905,0.7277665844,0.7824632502,0.0385125161,0.7575455277,0.7756477511,0.8042860564
42,group_lonso,S3,train,coal,34,0.3185010733,0.0383086177,0.2976749581,0.3189881900,0.3444451157,0.2811143709,0.0297955937,0.2661724685,0.2819715909,0.2901500406
42,group_lonso,S3,train,empty,29,0.3733786225,0.0333648244,0.3502149018,0.3694864711,0.3904999718,0.3463131106,0.0333277093,0.3220863074,0.3438345115,0.3534457276
42,group_lonso,S3,train,gangue,40,0.7394932878,0.0454669888,0.7044423520,0.7371612595,0.7628890795,0.7763102975,0.0422234469,0.7467936464,0.7768767388,0.8106126332
42,group_lonso,S4,test,coal,10,0.3318637811,0.0251576833,0.3121343759,0.3265107804,0.3450306281,0.3283252343,0.0224190615,0.3199562832,0.3306406501,0.3362042549
42,group_lonso,S4,test,empty,9,0.3135179535,0.0552672274,0.2652897935,0.3131056069,0.3578572403,0.2976579031,0.0413501289,0.2678939478,0.3063124739,0.3199791491
42,group_lonso,S4,test,gangue,11,0.7468048084,0.0402398911,0.7233585975,0.7526270169,0.7704517574,0.7799768830,0.0505925548,0.7284109904,0.8066348341,0.8166658375
42,group_lonso,S4,train,coal,34,0.2896326966,0.0344974082,0.2691625070,0.2870653700,0.3124508579,0.2650386422,0.0314812689,0.2419939537,0.2686710085,0.2884299770
42,group_lonso,S4,train,empty,29,0.3710181608,0.0420444040,0.3444708966,0.3677648594,0.3997417988,0.3374328871,0.0365206165,0.3081198181,0.3377231282,0.3574809975
42,group_lonso,S4,train,gangue,40,0.7373327359,0.0305882090,0.7153837503,0.7385404128,0.7580603912,0.7821281905,0.0356833996,0.7595923009,0.7896856471,0.8077154243
42,group_lonso,S5,test,coal,10,0.2662686399,0.0388625282,0.2349607957,0.2582219038,0.2955101250,0.2398660334,0.0248450578,0.2179448147,0.2348456114,0.2596820079
42,group_lonso,S5,test,empty,9,0.3396492595,0.0332356146,0.3285138130,0.3368316337,0.3609997511,0.3686839282,0.0304284959,0.3542391899,0.3676419440,0.3831187851
42,group_lonso,S5,test,gangue,11,0.7575844894,0.0416085325,0.7455112986,0.7672560831,0.7789215701,0.8247204981,0.0307675754,0.8074776938,0.8214839443,0.8428444997
42,group_lonso,S5,train,coal,34,0.3048325486,0.0459720318,0.2747314975,0.3040142841,0.3284050456,0.2835612355,0.0317198960,0.2624969938,0.2842806774,0.3014301096
42,group_lonso,S5,train,empty,29,0.3752074251,0.0556703350,0.3371740009,0.3708130983,0.4174859746,0.3523132152,0.0336474717,0.3315202392,0.3585091600,0.3796715465
42,group_lonso,S5,train,gangue,40,0.7198204245,0.0393558957,0.7004650303,0.7258346109,0.7430030560,0.7752737833,0.0347554244,0.7579766410,0.7697337937,0.8003635994
42,group_lonso,S6,test,coal,10,0.2775766702,0.0321999967,0.2596375788,0.2732872067,0.2823085737,0.2183842779,0.0207228486,0.2059328201,0.2153720045,0.2331955863
42,group_lonso,S6,test,empty,9,0.3531750737,0.0333104543,0.3396673735,0.3435720661,0.3603385498,0.3614310448,0.0497078533,0.3446877692,0.3570068609,0.4065016083
42,group_lonso,S6,test,gangue,11,0.8012439058,0.0446557200,0.7688202707,0.8042458882,0.8181623923,0.7903953427,0.0352481693,0.7734083599,0.7815005179,0.8023361663
42,group_lonso,S6,train,coal,34,0.3193444155,0.0308226160,0.2961834265,0.3196812654,0.3353849345,0.2857705363,0.0341228292,0.2671919788,0.2839301104,0.3083498241
42,group_lonso,S6,train,empty,29,0.3538543734,0.0388527281,0.3256336588,0.3503069396,0.3781333955,0.3353644450,0.0324706242,0.3092086492,0.3390580595,0.3590724353
42,group_lonso,S6,train,gangue,40,0.7613160047,0.0467234579,0.7255257368,0.7588465452,0.8041885424,0.7880008870,0.0388290824,0.7638930979,0.7882467896,0.8160646479
42,heldout_overlay,hydraulic_support_-3dB,test,coal,10,0.2600559950,0.0424364919,0.2471508984,0.2622664868,0.2789571970,0.2417285710,0.0294877777,0.2199950023,0.2340666026,0.2598853969
42,heldout_overlay,hydraulic_support_-3dB,test,empty,9,0.4147175739,0.0417838913,0.4088504781,0.4192282411,0.4283226230,0.3880526070,0.0256179549,0.3709888989,0.3939696959,0.4070367719
42,heldout_overlay,hydraulic_support_-3dB,test,gangue,11,0.8181999636,0.0671329430,0.7555539575,0.7920667689,0.8905864132,0.8949977893,0.0469169016,0.8708000748,0.8951963598,0.9176251402
42,heldout_overlay,hydraulic_support_-3dB,train,coal,34,0.2947856914,0.0374065431,0.2684589286,0.3026615632,0.3225129114,0.2685176538,0.0353740053,0.2494197489,0.2746810298,0.2883564081
42,heldout_overlay,hydraulic_support_-3dB,train,empty,29,0.3582974153,0.0442902552,0.3262481971,0.3703411328,0.3918130987,0.3333178007,0.0314049516,0.3063126338,0.3427620640,0.3562028784
42,heldout_overlay,hydraulic_support_-3dB,train,gangue,40,0.7406040317,0.0489465778,0.7164971369,0.7433033966,0.7783148509,0.7794894245,0.0408447475,0.7509438242,0.7831115893,0.8054445383
42,heldout_overlay,hydraulic_support_-6dB,test,coal,10,0.3307926272,0.0370913452,0.3226144057,0.3411290231,0.3545384564,0.3115978398,0.0274160488,0.2971207104,0.3095004317,0.3210543010
42,heldout_overlay,hydraulic_support_-6dB,test,empty,9,0.3028808739,0.0585839291,0.2906238506,0.3075313193,0.3460090429,0.3561300725,0.0484209489,0.3366953358,0.3506147691,0.3702926027
42,heldout_overlay,hydraulic_support_-6dB,test,gangue,11,0.8104631259,0.0373463269,0.8029205134,0.8093356514,0.8201915570,0.8550244407,0.0349339389,0.8385418701,0.8551092292,0.8763147605
42,heldout_overlay,hydraulic_support_-6dB,train,coal,34,0.2865433705,0.0411622938,0.2547283633,0.2825417017,0.3111005299,0.2816224451,0.0291106436,0.2604093901,0.2794737343,0.3066311585
42,heldout_overlay,hydraulic_support_-6dB,train,empty,29,0.3697339266,0.0443759518,0.3345120913,0.3717362889,0.4090552643,0.3471217695,0.0364622192,0.3259349962,0.3543848996,0.3692850015
42,heldout_overlay,hydraulic_support_-6dB,train,gangue,40,0.7389712837,0.0411019981,0.7172580468,0.7385860886,0.7711459916,0.7922934074,0.0369343397,0.7742914463,0.8023321192,0.8150453721
42,heldout_overlay,hydraulic_support_0dB,test,coal,10,0.3390474423,0.0514940151,0.3055176673,0.3300624237,0.3601800340,0.3149109178,0.0196211951,0.3048487620,0.3177571359,0.3308270521
42,heldout_overlay,hydraulic_support_0dB,test,empty,9,0.3795350023,0.0644547513,0.3667401540,0.3704004970,0.4228166140,0.3098897584,0.0373507272,0.2844000161,0.3042054775,0.3350363324
42,heldout_overlay,hydraulic_support_0dB,test,gangue,11,0.7154790963,0.0486415894,0.6888113673,0.7236005521,0.7533598930,0.7886224434,0.0186707877,0.7736304001,0.7898803600,0.7997358730
42,heldout_overlay,hydraulic_support_0dB,train,coal,34,0.3172772442,0.0366338616,0.2914751234,0.3183699187,0.3443750096,0.2745213268,0.0264682263,0.2623687454,0.2786005113,0.2961914553
42,heldout_overlay,hydraulic_support_0dB,train,empty,29,0.3598928406,0.0388120429,0.3275269272,0.3642426454,0.3923646713,0.3257976377,0.0479476235,0.2916893399,0.3229465667,0.3677734000
42,heldout_overlay,hydraulic_support_0dB,train,gangue,40,0.7421418665,0.0483387069,0.7056492934,0.7481949449,0.7837058413,0.8076472430,0.0395286836,0.7855833899,0.8087359190,0.8257753090
42,heldout_overlay,mixed_equipment_-3dB,test,coal,10,0.3392783821,0.0436877698,0.3248058293,0.3351298523,0.3481401272,0.2786398489,0.0334000932,0.2618550911,0.2686447880,0.2878793688
42,heldout_overlay,mixed_equipment_-3dB,test,empty,9,0.3500997983,0.0407126827,0.3319373355,0.3542040486,0.3827334270,0.2973165641,0.0303998468,0.2807795843,0.2899456591,0.3170406861
42,heldout_overlay,mixed_equipment_-3dB,test,gangue,11,0.6536725880,0.0413875036,0.6442944224,0.6560147493,0.6701850198,0.7188899823,0.0357266497,0.6961586083,0.7392131029,0.7455284102
42,heldout_overlay,mixed_equipment_-3dB,train,coal,34,0.3302698337,0.0354765943,0.3004862475,0.3296474410,0.3553083979,0.2837206145,0.0318682707,0.2571981980,0.2881513311,0.3032723570
42,heldout_overlay,mixed_equipment_-3dB,train,empty,29,0.3324454345,0.0362812871,0.3187449681,0.3353451334,0.3592529205,0.3319981519,0.0392953053,0.3123298484,0.3287980600,0.3609469279
42,heldout_overlay,mixed_equipment_-3dB,train,gangue,40,0.7449251944,0.0514619715,0.7002892569,0.7456667347,0.7787013318,0.8056828459,0.0364299805,0.7865814684,0.8101153516,0.8258150389
42,heldout_overlay,mixed_equipment_-6dB,test,coal,10,0.3603131716,0.0582220801,0.3315082419,0.3714268203,0.4040260566,0.3211391234,0.0491204789,0.2875672478,0.3089012014,0.3314574067
42,heldout_overlay,mixed_equipment_-6dB,test,empty,9,0.3305527789,0.0580882436,0.2827227158,0.3256990424,0.3507686600,0.3480472986,0.0351542389,0.3292576606,0.3610778977,0.3659680674
42,heldout_overlay,mixed_equipment_-6dB,test,gangue,11,0.7062320214,0.0405153047,0.6704642313,0.7181881871,0.7394852781,0.8099796698,0.0254607368,0.8043836993,0.8123728271,0.8317006033
42,heldout_overlay,mixed_equipment_-6dB,train,coal,34,0.2974868406,0.0308691415,0.2738713892,0.2934638501,0.3196596519,0.2666841746,0.0300487980,0.2518445606,0.2629602989,0.2917221749
42,heldout_overlay,mixed_equipment_-6dB,train,empty,29,0.3771992180,0.0525522303,0.3431071965,0.3832638057,0.4022045018,0.3364920420,0.0393501029,0.3229816323,0.3338147075,0.3539132764
42,heldout_overlay,mixed_equipment_-6dB,train,gangue,40,0.7131728389,0.0494428634,0.6746105018,0.7062503919,0.7445487067,0.7783535155,0.0362729975,0.7474475911,0.7844758966,0.8108951781
42,heldout_overlay,mixed_equipment_0dB,test,coal,10,0.3577642912,0.0394467306,0.3294201338,0.3603718538,0.3700728269,0.2695990349,0.0414376994,0.2592361440,0.2794922015,0.2955033913
42,heldout_overlay,mixed_equipment_0dB,test,empty,9,0.4374882176,0.0523692500,0.4146962680,0.4265846581,0.4607034786,0.4176871408,0.0361877133,0.3831982565,0.4233150342,0.4379859823
42,heldout_overlay,mixed_equipment_0dB,test,gangue,11,0.6191957246,0.0244200841,0.6014463214,0.6169846892,0.6344740743,0.7274280930,0.0467834588,0.7184166218,0.7328027438,0.7498156303
42,heldout_overlay,mixed_equipment_0dB,train,coal,34,0.3055452678,0.0354472238,0.2836239594,0.3080502132,0.3317452593,0.2711762914,0.0297303771,0.2518933871,0.2696078800,0.2921788161
42,heldout_overlay,mixed_equipment_0dB,train,empty,29,0.3627955492,0.0412112593,0.3330844475,0.3636041715,0.3954139143,0.3409006765,0.0383521298,0.3131235136,0.3529931638,0.3678784095
42,heldout_overlay,mixed_equipment_0dB,train,gangue,40,0.7455628023,0.0429006094,0.7130867037,0.7530466850,0.7789679999,0.8085506768,0.0304474956,0.7873696248,0.8133153117,0.8290451779
43,event_disjoint,S0,test,coal,10,0.3113156396,0.0302642504,0.2917545094,0.3125830051,0.3282157789,0.2603830310,0.0331012645,0.2518042136,0.2676412444,0.2732529135
43,event_disjoint,S0,test,empty,9,0.3771073956,0.0455795966,0.3405386939,0.3806363005,0.3868991605,0.3569469587,0.0507534077,0.3327814445,0.3513370901,0.3650599608
43,event_disjoint,S0,test,gangue,11,0.6964547687,0.0414557815,0.6746686482,0.7043337183,0.7282393366,0.7625286491,0.0415914056,0.7376197265,0.7585981323,0.7753508129
43,event_disjoint,S0,train,coal,34,0.3250635867,0.0382678272,0.2980478298,0.3231529559,0.3447374657,0.2585705873,0.0343611885,0.2343861049,0.2529318281,0.2824241112
43,event_disjoint,S0,train,empty,29,0.3671827350,0.0394811018,0.3421860928,0.3697099795,0.3952467747,0.3442495204,0.0371923397,0.3152759750,0.3462381011,0.3740871529
43,event_disjoint,S0,train,gangue,40,0.7277892019,0.0613072164,0.6913983295,0.7201197956,0.7758649360,0.8022999954,0.0335704177,0.7850468421,0.8027742167,0.8181729113
43,event_disjoint,S1,test,coal,10,0.3643967527,0.0565249166,0.3231634857,0.3785567264,0.4114613270,0.2677458609,0.0269081768,0.2514424594,0.2640349308,0.2811090214
43,event_disjoint,S1,test,empty,9,0.3926678818,0.0387770765,0.3617280168,0.3890905610,0.4117898028,0.3632038257,0.0411613123,0.3394970741,0.3473652510,0.3795765429
43,event_disjoint,S1,test,gangue,11,0.7433676814,0.0470160403,0.7188642203,0.7484831577,0.7564008897,0.8086756122,0.0316514283,0.7907593575,0.8064306582,0.8267496015
43,event_disjoint,S1,train,coal,34,0.3468171984,0.0388747695,0.3186034824,0.3419989130,0.3771309146,0.2841136491,0.0302815815,0.2590698305,0.2872375152,0.3008724993
43,event_disjoint,S1,train,empty,29,0.3558201992,0.0421957398,0.3260747206,0.3564925333,0.3798562343,0.3648957331,0.0360963726,0.3409842488,0.3657156943,0.3897136063
43,event_disjoint,S1,train,gangue,40,0.7331777004,0.0473840798,0.7084490408,0.7315137671,0.7654091745,0.7864590715,0.0434806034,0.7643193712,0.7799933249,0.8147402948
43,event_disjoint,S2,test,coal,10,0.3468514051,0.0398623000,0.3167249169,0.3458700256,0.3732172964,0.2766600034,0.0265698865,0.2584834215,0.2767083683,0.2948016540
43,event_disjoint,S2,test,empty,9,0.3686195165,0.0289920683,0.3484138417,0.3767402068,0.3891362983,0.3147359293,0.0471824334,0.2883023863,0.3002646885,0.3580568162
43,event_disjoint,S2,test,gangue,11,0.7220245649,0.0489503120,0.6974101767,0.7148722968,0.7449095266,0.7514819001,0.0319658241,0.7202465648,0.7554100480,0.7794697139
43,event_disjoint,S2,train,coal,34,0.3318854972,0.0371814681,0.3089487479,0.3310927472,0.3581166278,0.2761076028,0.0391253059,0.2432501336,0.2775655807,0.3004829450
43,event_disjoint,S2,train,empty,29,0.3557323162,0.0384014774,0.3287771947,0.3634731264,0.3867405876,0.3304357190,0.0375517869,0.3093116929,0.3294175695,0.3494679630
43,event_disjoint,S2,train,gangue,40,0.7509940828,0.0408048092,0.7242297925,0.7539880871,0.7699977235,0.8005903671,0.0367411923,0.7781089329,0.7957929325,0.8223263515
43,event_disjoint,S3,test,coal,10,0.3318409810,0.0414267611,0.3179748632,0.3389569160,0.3551941242,0.2867526843,0.0208302980,0.2716828640,0.2873328695,0.3037357635
43,event_disjoint,S3,test,empty,9,0.3417964391,0.0409159971,0.3176311857,0.3358079418,0.3770132520,0.3161872959,0.0340489897,0.2940649204,0.2961823712,0.3374944490
43,event_disjoint,S3,test,gangue,11,0.7971303669,0.0221237005,0.7868994649,0.7946889659,0.8125161620,0.8411604939,0.0462226326,0.8137018538,0.8336579053,0.8764881217
43,event_disjoint,S3,train,coal,34,0.3434062143,0.0339990224,0.3217680536,0.3446221125,0.3687764813,0.2883899965,0.0327846263,0.2629929318,0.2826689308,0.3155782453
43,event_disjoint,S3,train,empty,29,0.3867129925,0.0541785845,0.3456831130,0.3757278807,0.4283637336,0.3578807333,0.0502159803,0.3309128735,0.3580955184,0.3914655691
43,event_disjoint,S3,train,gangue,40,0.7498855261,0.0479596407,0.7221889261,0.7477890355,0.7858045896,0.8018677974,0.0396657534,0.7731462603,0.7973318564,0.8351195190
43,event_disjoint,S4,test,coal,10,0.3050260477,0.0517799210,0.2749592732,0.3024189576,0.3254758201,0.2580531237,0.0246430475,0.2507288607,0.2626534764,0.2659284408
43,event_disjoint,S4,test,empty,9,0.3565178180,0.0432876597,0.3187159697,0.3596371331,0.3661379953,0.3503443731,0.0367543662,0.3309614133,0.3457123345,0.3734696583
43,event_disjoint,S4,test,gangue,11,0.7448374888,0.0498184776,0.7073565383,0.7548577969,0.7820784944,0.7933584345,0.0484447914,0.7610377308,0.7840286439,0.8219552045
43,event_disjoint,S4,train,coal,34,0.3239967033,0.0402198602,0.2996108736,0.3242866399,0.3494647325,0.2858516420,0.0264643106,0.2672458278,0.2918726233,0.3002996583
43,event_disjoint,S4,train,empty,29,0.3645331442,0.0506975499,0.3304808077,0.3674802374,0.3893718601,0.3438152957,0.0382938447,0.3200691565,0.3509597014,0.3677397497
43,event_disjoint,S4,train,gangue,40,0.7369303603,0.0415192329,0.7085126805,0.7380789373,0.7697381788,0.7770598967,0.0387428542,0.7474549020,0.7796948618,0.8064593127
43,event_disjoint,S5,test,coal,10,0.3199906582,0.0347466835,0.2928431531,0.3124418962,0.3447579427,0.2431542647,0.0190714786,0.2292211293,0.2445494517,0.2554914458
43,event_disjoint,S5,test,empty,9,0.3715188567,0.0381695493,0.3428034844,0.3641040542,0.3840320973,0.3743113281,0.0410919891,0.3519053164,0.3758981830,0.4055043116
43,event_disjoint,S5,test,gangue,11,0.6990027489,0.0364813459,0.6757929218,0.7164896163,0.7221747581,0.7809386782,0.0527377146,0.7534560111,0.7787600765,0.7945647841
43,event_disjoint,S5,train,coal,34,0.3215007218,0.0448641141,0.2973306910,0.3273952607,0.3593051659,0.2641862034,0.0300258880,0.2440050972,0.2608397839,0.2896569786
43,event_disjoint,S5,train,empty,29,0.3558572838,0.0364478892,0.3251608191,0.3511124691,0.3744331857,0.3329318994,0.0284602385,0.3067450430,0.3338760435,0.3564465924
43,event_disjoint,S5,train,gangue,40,0.7503080041,0.0433038792,0.7223819395,0.7392386104,0.7853206454,0.7911703676,0.0423462388,0.7674489453,0.7921933592,0.8161777604
43,event_disjoint,S6,test,coal,10,0.3150204159,0.0337930114,0.3087394156,0.3159024496,0.3352344880,0.2795158699,0.0446580297,0.2524600822,0.2638767966,0.2946346902
43,event_disjoint,S6,test,empty,9,0.3291194353,0.0361513146,0.3177917174,0.3269729026,0.3520313663,0.3394168908,0.0360866989,0.3178686276,0.3293106318,0.3581866505
43,event_disjoint,S6,test,gangue,11,0.7126366942,0.0761918477,0.6654218875,0.7042573916,0.7689790802,0.7801847262,0.0486609769,0.7724948677,0.7979193807,0.8106509562
43,event_disjoint,S6,train,coal,34,0.3241556153,0.0361564279,0.3002813954,0.3187315165,0.3352163897,0.2555941748,0.0301195028,0.2437092481,0.2598413110,0.2787155995
43,event_disjoint,S6,train,empty,29,0.3578503768,0.0414843922,0.3366553171,0.3604659520,0.3822890302,0.3327221462,0.0348452181,0.3137015112,0.3333617073,0.3528597186
43,event_disjoint,S6,train,gangue,40,0.7190743679,0.0499929705,0.6839883054,0.7228591419,0.7523936994,0.7820584725,0.0382835997,0.7590445622,0.7878131431,0.8085915010
43,group_lonso,S0,test,coal,10,0.3299730602,0.0382445175,0.3020012660,0.3323991056,0.3498421315,0.3195783047,0.0264797406,0.3190108904,0.3252501335,0.3318162008
43,group_lonso,S0,test,empty,9,0.3526195101,0.0541719296,0.3256797044,0.3569708501,0.3934523542,0.3589773262,0.0114280695,0.3478022378,0.3603653659,0.3655155941
43,group_lonso,S0,test,gangue,11,0.7229741456,0.0517636823,0.6923910074,0.7233121833,0.7580227324,0.7791747601,0.0554848969,0.7468037399,0.7780831843,0.8191102482
43,group_lonso,S0,train,coal,34,0.3338810969,0.0480959784,0.3059330473,0.3365456727,0.3639678641,0.2822282035,0.0391275728,0.2525032082,0.2877463386,0.3071559983
43,group_lonso,S0,train,empty,29,0.3653077450,0.0404662362,0.3412201848,0.3658534784,0.4008384063,0.3350320567,0.0382463783,0.3104985780,0.3392229702,0.3706393279
43,group_lonso,S0,train,gangue,40,0.7398483319,0.0425843079,0.7240359402,0.7456130917,0.7610798610,0.7921195256,0.0397362508,0.7667762989,0.7842091652,0.8156252265
43,group_lonso,S1,test,coal,10,0.2951110923,0.0440256949,0.2746109971,0.2852704973,0.3033960749,0.2482502717,0.0197523624,0.2336475339,0.2526266993,0.2628262228
43,group_lonso,S1,test,empty,9,0.4075456784,0.0586865008,0.3612665924,0.4053374045,0.4487792792,0.3783746176,0.0371259256,0.3517348743,0.3912999559,0.3968623746
43,group_lonso,S1,test,gangue,11,0.7846223421,0.0461014864,0.7369287758,0.7915304710,0.8248143181,0.7819307980,0.0442321205,0.7556067890,0.7847703303,0.8128829028
43,group_lonso,S1,train,coal,34,0.3424156294,0.0423399150,0.3143600889,0.3465530351,0.3652790990,0.2758348972,0.0326930728,0.2548513208,0.2742223300,0.2959528409
43,group_lonso,S1,train,empty,29,0.3657155130,0.0324000333,0.3491247090,0.3681962339,0.3881756260,0.3275494132,0.0381100612,0.3017857409,0.3212709718,0.3712591553
43,group_lonso,S1,train,gangue,40,0.7519498548,0.0416197769,0.7368188548,0.7513254512,0.7729882768,0.7937202136,0.0347808942,0.7716682290,0.7880776103,0.8165278467
43,group_lonso,S2,test,coal,10,0.3794389909,0.0282105185,0.3734785782,0.3799554908,0.3993894773,0.2703264062,0.0311739371,0.2518833408,0.2740351971,0.2946511293
43,group_lonso,S2,test,empty,9,0.4166923365,0.0427443368,0.3853669455,0.4101150933,0.4425946604,0.3324373862,0.0417833026,0.3138385167,0.3217887783,0.3684994050
43,group_lonso,S2,test,gangue,11,0.7259032040,0.0373177167,0.7097568482,0.7235391187,0.7479370726,0.7927282712,0.0337646003,0.7713899766,0.7989016921,0.8119295379
43,group_lonso,S2,train,coal,34,0.3119241555,0.0386295153,0.2930900519,0.3143608377,0.3405987048,0.2606906905,0.0274940792,0.2357530626,0.2585472336,0.2827566014
43,group_lonso,S2,train,empty,29,0.3606705662,0.0375284809,0.3392855911,0.3632195216,0.3937538407,0.3363056340,0.0410244054,0.3093819733,0.3380452047,0.3672722508
43,group_lonso,S2,train,gangue,40,0.7160484594,0.0366446328,0.6901575678,0.7178193611,0.7423787137,0.7970610876,0.0428470435,0.7690749117,0.7965924532,0.8245420503
43,group_lonso,S3,test,coal,10,0.2151390369,0.0478206301,0.1740726718,0.2077263818,0.2501160660,0.2155010666,0.0360679823,0.2114961769,0.2188776462,0.2322097715
43,group_lonso,S3,test,empty,9,0.3585087216,0.0361179222,0.3299027966,0.3577471139,0.3698412433,0.2933695791,0.0452802359,0.2585700110,0.2915315254,0.3171502137
43,group_lonso,S3,test,gangue,11,0.7084939156,0.0526614759,0.6615993078,0.7173251698,0.7272819768,0.7746783617,0.0499512574,0.7397883375,0.7787858083,0.8099948050
43,group_lonso,S3,train,coal,34,0.3151494653,0.0381697230,0.2882479393,0.3151848782,0.3438753373,0.2667937991,0.0301396013,0.2473593386,0.2634881591,0.2785728859
43,group_lonso,S3,train,empty,29,0.3646197619,0.0416493629,0.3361531623,0.3591405748,0.3975436248,0.3592476149,0.0328540481,0.3388861548,0.3528355312,0.3676958353
43,group_lonso,S3,train,gangue,40,0.7174431772,0.0438634195,0.6898366136,0.7151366484,0.7366393137,0.7947710703,0.0451580274,0.7602856542,0.7987557962,0.8271003647
43,group_lonso,S4,test,coal,10,0.3552654792,0.0343240839,0.3266026929,0.3608244471,0.3810224120,0.3329748196,0.0320160744,0.3077735589,0.3233197792,0.3598342058
43,group_lonso,S4,test,empty,9,0.3823736596,0.0452318745,0.3539105285,0.3898358282,0.4185296060,0.3037947225,0.0393737382,0.2848714975,0.2942926607,0.3369684149
43,group_lonso,S4,test,gangue,11,0.7126739600,0.0305486584,0.6980950133,0.7235452354,0.7270616487,0.7914047579,0.0353433820,0.7810969779,0.8004034413,0.8160334257
43,group_lonso,S4,train,coal,34,0.2924490235,0.0325054990,0.2755115803,0.2874275134,0.3152886568,0.2520319975,0.0322426581,0.2291442904,0.2605299086,0.2759362066
43,group_lonso,S4,train,empty,29,0.3790221644,0.0471612931,0.3425556001,0.3809638068,0.4129407463,0.3369746479,0.0392339678,0.3035128626,0.3375856678,0.3707515673
43,group_lonso,S4,train,gangue,40,0.7339398366,0.0319396610,0.7092118685,0.7357253916,0.7542712561,0.7848551269,0.0333968982,0.7627766822,0.7912232781,0.8117455912
43,group_lonso,S5,test,coal,10,0.2639180332,0.0399345286,0.2270177398,0.2626381151,0.2917560880,0.2198398666,0.0257613407,0.2007720124,0.2150787111,0.2281177833
43,group_lonso,S5,test,empty,9,0.3554729030,0.0603197185,0.3251432936,0.3367287959,0.3588790570,0.3336523932,0.0417312014,0.2983362057,0.3462836208,0.3580754586
43,group_lonso,S5,test,gangue,11,0.8110710631,0.0479165890,0.7776268528,0.8184641046,0.8316539959,0.8108897200,0.0323850322,0.7922675659,0.8114569551,0.8361100000
43,group_lonso,S5,train,coal,34,0.2866208947,0.0417289050,0.2644919606,0.2878140497,0.3107226558,0.2805597008,0.0335490550,0.2572982556,0.2845948307,0.3039868991
43,group_lonso,S5,train,empty,29,0.3792372968,0.0480582586,0.3450046298,0.3919365675,0.4144169837,0.3352939322,0.0303157236,0.3147838181,0.3430974117,0.3542124389
