model,protocol,seeds,unit,n_per_seed_scenario,S0_acc,S0_precision,S0_recall,S0_f1,S1_acc,S1_precision,S1_recall,S1_f1,S2_acc,S2_precision,S2_recall,S2_f1,S3_acc,S3_precision,S3_recall,S3_f1,S4_acc,S4_precision,S4_recall,S4_f1,S5_acc,S5_precision,S5_recall,S5_f1,S6_acc,S6_precision,S6_recall,S6_f1,Avg7_acc,Avg7_precision,Avg7_recall,Avg7_f1,prediction_file_sha256
RAAF-BiPAC-Mamba,source-group-disjoint supplementary audit,"42,43,44,45,46",source_group_id,533,95.20+/-0.21,95.30+/-0.20,95.39+/-0.20,95.34+/-0.20,94.75+/-0.30,94.89+/-0.27,94.95+/-0.30,94.92+/-0.28,94.90+/-0.36,95.02+/-0.33,95.10+/-0.36,95.06+/-0.34,93.81+/-0.30,93.98+/-0.32,94.03+/-0.29,94.00+/-0.31,93.51+/-0.39,93.68+/-0.41,93.71+/-0.38,93.69+/-0.40,92.87+/-0.42,93.06+/-0.41,93.07+/-0.42,93.06+/-0.41,91.18+/-0.30,91.49+/-0.27,91.39+/-0.30,91.43+/-0.28,93.74+/-0.32,93.92+/-0.31,93.95+/-0.32,93.93+/-0.32,27d40fde76479d0b7d5068dcef504fbf29f0d7d3b03107757a950656
